# Experiment IPTS-36897 Run 226590
# Reduction 2.9.0rc3
# Run title: sample2-cu-air-226590-1.
# Run start time: 2026-03-28T15:55:33.452022667
# Reduction time: Sat Mar 28 13:06:45 2026
# Q summing: False
# TOF weighted: False
# Bck in Q: False
# Theta offset: 0.0
# Stitching type: None
# Meta:{"wl_min": 2.749751504358172, "wl_max": 9.49870227320562, "q_min": 0.008534321775913104, "q_max": 0.029480839095696994, "theta": 0.006450991014086941, "start_time": "2026-03-28T15:55:33.452022667", "experiment": "IPTS-36897", "run_number": "226590", "run_title": "sample2-cu-air-226590-1.", "norm_run": 226559, "time": "Sat Mar 28 13:06:45 2026", "dq0": 0, "dq_over_q": 0.021904665302364085, "sequence_number": 1, "sequence_id": 226590, "q_summing": false, "specular_pixel": 151.5, "use_functional_bck": false, "scaling_factors": {"a": 4.0, "err_a": 0, "b": 0, "err_b": 0}, "tof_weighted": false, "bck_in_q": false, "theta_offset": 0.0}
# DataRun   NormRun   TwoTheta(deg)  LambdaMin(A)   LambdaMax(A) Qmin(1/A)    Qmax(1/A)    SF_A         SF_B          SF
# 226590    226559    0.739229       2.74975        9.4987       0.0085       0.0294       4.0          0            1.0         
# Q [1/Angstrom]        R                     dR                    dQ [FWHM]            
  0.0085471828233962    0.2697768880581621    0.0748167049940659    0.0001872231790246
  0.0085899187375132    0.2897794009800486    0.0224089829020387    0.0001881592949197
  0.0086328683312008    0.2577652207076495    0.0189606992331727    0.0001891000913943
  0.0086760326728568    0.2955193707668625    0.0221460020043030    0.0001900455918513
  0.0087194128362210    0.2619811143073438    0.0182757764574859    0.0001909958198106
  0.0087630099004021    0.2754974982105349    0.0200145804129636    0.0001919507989096
  0.0088068249499042    0.2850852032763698    0.0204887382737997    0.0001929105529042
  0.0088508590746537    0.2424707619258160    0.0172178852872191    0.0001938751056687
  0.0088951133700269    0.2605837346715876    0.0180456817021021    0.0001948444811970
  0.0089395889368771    0.2537813002973071    0.0179439294083012    0.0001958187036030
  0.0089842868815615    0.2500053260878494    0.0168643862998989    0.0001967977971210
  0.0090292083159693    0.2669500423888833    0.0179251166142103    0.0001977817861066
  0.0090743543575491    0.2882810534286135    0.0201109938741842    0.0001987706950372
  0.0091197261293369    0.2646367944305568    0.0177682121828150    0.0001997645485123
  0.0091653247599835    0.2837815540040013    0.0196448623177495    0.0002007633712549
  0.0092111513837835    0.2242556855430148    0.0143595186233329    0.0002017671881112
  0.0092572071407024    0.2972241752912251    0.0195996104186090    0.0002027760240517
  0.0093034931764059    0.2904478267752905    0.0194292343300664    0.0002037899041720
  0.0093500106422879    0.2631813125162402    0.0168034135057022    0.0002048088536929
  0.0093967606954993    0.2583060030394603    0.0161862544233353    0.0002058328979613
  0.0094437444989768    0.2400934031628885    0.0144800265188170    0.0002068620624511
  0.0094909632214717    0.2490066184098814    0.0154727259171854    0.0002078963727634
  0.0095384180375791    0.2255039874917044    0.0134430813077075    0.0002089358546272
  0.0095861101277670    0.2368070146084134    0.0138541278294729    0.0002099805339003
  0.0096340406784058    0.2393015613550429    0.0143702736755511    0.0002110304365698
  0.0096822108817978    0.2268305617431440    0.0129971192858710    0.0002120855887527
  0.0097306219362068    0.2452332741509597    0.0142634118993785    0.0002131460166965
  0.0097792750458879    0.2500020240587787    0.0145754832831846    0.0002142117467799
  0.0098281714211173    0.2364508051483262    0.0135654312874220    0.0002152828055138
  0.0098773122782229    0.2368855841923571    0.0135132062446042    0.0002163592195414
  0.0099266988396140    0.2432760754554455    0.0135558293448412    0.0002174410156391
  0.0099763323338121    0.2649474892404156    0.0152303469237829    0.0002185282207173
  0.0100262139954811    0.2259203399627085    0.0123863517707052    0.0002196208618209
  0.0100763450654585    0.2202817494263694    0.0119924969611470    0.0002207189661300
  0.0101267267907858    0.2441645554573729    0.0134575475200952    0.0002218225609606
  0.0101773604247398    0.2208840381723314    0.0115758746467308    0.0002229316737655
  0.0102282472268634    0.2049491050678554    0.0106567514224180    0.0002240463321343
  0.0102793884629978    0.2062351098934215    0.0106571214038933    0.0002251665637949
  0.0103307854053128    0.2369846884366695    0.0123522022236364    0.0002262923966139
  0.0103824393323393    0.2270530254526656    0.0115569507037652    0.0002274238585970
  0.0104343515290010    0.2205337570431026    0.0111622231494052    0.0002285609778900
  0.0104865232866460    0.2170734904397063    0.0106896789451525    0.0002297037827794
  0.0105389559030792    0.2189288066551051    0.0110754618502526    0.0002308523016933
  0.0105916506825946    0.2191711199856395    0.0107069832484904    0.0002320065632018
  0.0106446089360076    0.2126657775146022    0.0105272388573746    0.0002331665960178
  0.0106978319806876    0.2004261485607833    0.0095334500167205    0.0002343324289979
  0.0107513211405911    0.1908936947965507    0.0090775480624463    0.0002355040911429
  0.0108050777462940    0.1997023895757507    0.0093299358656137    0.0002366816115986
  0.0108591031350255    0.1959027073478493    0.0089587355299739    0.0002378650196566
  0.0109133986507006    0.2160236476601899    0.0100526789663825    0.0002390543447549
  0.0109679656439541    0.2165816676354514    0.0100951539986789    0.0002402496164786
  0.0110228054721739    0.2009498465963194    0.0091974758228899    0.0002414508645610
  0.0110779194995348    0.2066220162460268    0.0093400890727958    0.0002426581188838
  0.0111333090970324    0.2179539799942389    0.0097292655591037    0.0002438714094783
  0.0111889756425176    0.2033434385902590    0.0089038030282499    0.0002450907665257
  0.0112449205207302    0.2036593400862728    0.0089151219686984    0.0002463162203583
  0.0113011451233338    0.2135143527780864    0.0093525345743183    0.0002475478014601
  0.0113576508489505    0.2002294843058915    0.0085595479518581    0.0002487855404674
  0.0114144391031953    0.1988551901963601    0.0082967911972002    0.0002500294681697
